id,nombre,tipo_cocina,localizacion,descripcion,puntuacion_media,num_valoraciones
1299,Osteria Select,americana,Lugo,"El servicio es cercano y cuida cada detalle. El equipo de cocina apuesta por sabores intensos. Restaurante de cocina gallega situado en un entorno urbano de estilo industrial. Especializado en postres caseros inspirados en recetas locales, resulta ideal para reuniones informales.",3.94,337
1300,Tandoori Bella,healthy,Lugo,"Restaurante de cocina india situado en un entorno urbano de estilo industrial. El espacio combina mesas altas y bajas. Cuenta con carta de vinos seleccionada y cervezas artesanas. Especializado en tapas variadas para compartir, resulta ideal para comidas rápidas entre semana.",4.46,345
1301,Asador Select,americana,Málaga,"El servicio es cercano y cuida cada detalle. Restaurante de cocina china situado en un entorno tranquilo y silencioso. La presentación de los platos está muy cuidada. Especializado en postres caseros inspirados en recetas locales, resulta ideal para cenas en pareja.",4.83,386
1302,Asador Castellana,mediterránea,Ourense,"Especializado en carnes a la brasa de larga maduración, resulta ideal para celebraciones familiares. La mayoría de los ingredientes son de proximidad. Restaurante de cocina mediterránea situado en un entorno animado y perfecto para grupos. Cuenta con carta de vinos seleccionada y cervezas artesanas.",4.26,461
1303,Tandoori Rica,americana,Pontevedra,"Restaurante de cocina americana situado en un entorno acogedor y cálido. Especializado en tacos mexicanos con salsas caseras, resulta ideal para comidas rápidas entre semana. Suele incorporar sugerencias fuera de carta. Ofrece opciones para vegetarianos y celíacos.",3.88,320
1304,Fonda Urbano,japonesa,Zaragoza,"Ofrece opciones para vegetarianos y celíacos. Especializado en sushi fresco preparado al momento, resulta ideal para salidas con amigos. Restaurante de cocina vegana situado en un entorno elegante pero cercano. Se pueden adaptar platos al gusto del cliente.",4.64,58
1305,Ramen Roma,fusión,Vigo,"La relación calidad-precio es uno de sus puntos fuertes. El local admite reservas para grupos grandes. Especializado en tacos mexicanos con salsas caseras, resulta ideal para celebraciones familiares. Restaurante de cocina americana situado en un entorno tranquilo y silencioso.",4.92,181
1306,Veggie Viva,india,Málaga,"Especializado en sushi fresco preparado al momento, resulta ideal para comidas rápidas entre semana. La presentación de los platos está muy cuidada. El servicio es cercano y cuida cada detalle. Restaurante de cocina americana situado en un entorno acogedor y cálido.",4.67,403
1307,Tapas Roma,india,Zaragoza,"Restaurante de cocina china situado en un entorno informal y desenfadado. Ofrece opciones para vegetarianos y celíacos. Especializado en postres caseros inspirados en recetas locales, resulta ideal para reuniones informales. El equipo de cocina apuesta por sabores intensos.",4.82,60
1308,Steakhouse Do Sol,mediterránea,Bilbao,"El equipo de cocina apuesta por sabores intensos. Restaurante de cocina vegana situado en un entorno informal y desenfadado. Dispone de menú del día con varias alternativas. Especializado en carnes a la brasa de larga maduración, resulta ideal para comidas de negocio.",4.22,43
1309,Tapas Castellana,japonesa,Lugo,"Restaurante de cocina italiana situado en un entorno acogedor y cálido. Especializado en carnes a la brasa de larga maduración, resulta ideal para salidas con amigos. Cuenta con carta de vinos seleccionada y cervezas artesanas. La presentación de los platos está muy cuidada.",4.45,170
1310,Burger Roma,mediterránea,Barcelona,"La música de fondo crea un ambiente agradable. Restaurante de cocina mexicana situado en un entorno animado y perfecto para grupos. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para cenas en pareja. Es habitual encontrar productos de temporada en el menú.",4.51,348
1311,Ramen Lumière,japonesa,Vigo,"Especializado en ensaladas healthy con productos de temporada, resulta ideal para eventos de empresa. Restaurante de cocina vegana situado en un entorno elegante pero cercano. El local admite reservas para grupos grandes. La presentación de los platos está muy cuidada.",4.45,485
1312,Tapas Roma,india,Pontevedra,"Dispone de menú del día con varias alternativas. Restaurante de cocina japonesa situado en un entorno acogedor y cálido. Especializado en platos de cuchara tradicionales, resulta ideal para cenas en pareja. La relación calidad-precio es uno de sus puntos fuertes.",3.77,169
1313,Osteria Viva,mediterránea,Barcelona,"Especializado en platos de cuchara tradicionales, resulta ideal para salidas con amigos. Restaurante de cocina india situado en un entorno moderno y luminoso. Es habitual encontrar productos de temporada en el menú. La música de fondo crea un ambiente agradable.",4.01,453
1314,Taberna Select,mexicana,Pontevedra,"El local admite reservas para grupos grandes. Es habitual encontrar productos de temporada en el menú. Especializado en tacos mexicanos con salsas caseras, resulta ideal para eventos de empresa. Restaurante de cocina healthy situado en un entorno moderno y luminoso.",4.78,333
1315,Grill Viva,americana,Vigo,"Se pueden adaptar platos al gusto del cliente. Especializado en ensaladas healthy con productos de temporada, resulta ideal para celebraciones familiares. La música de fondo crea un ambiente agradable. Restaurante de cocina gallega situado en un entorno acogedor y cálido.",4.44,96
1316,Sushi Rica,japonesa,Santiago,"La cocina es visible desde la sala principal. Restaurante de cocina italiana situado en un entorno tranquilo y silencioso. Especializado en tapas variadas para compartir, resulta ideal para reuniones informales. La mayoría de los ingredientes son de proximidad.",4.19,152
1317,Trattoria Centro,china,Barcelona,"Es habitual encontrar productos de temporada en el menú. Restaurante de cocina china situado en un entorno urbano de estilo industrial. El local admite reservas para grupos grandes. Especializado en ensaladas healthy con productos de temporada, resulta ideal para eventos de empresa.",4.3,406
1318,Pizzería Centro,japonesa,Málaga,"Restaurante de cocina japonesa situado en un entorno informal y desenfadado. Especializado en carnes a la brasa de larga maduración, resulta ideal para cenas en pareja. El servicio es cercano y cuida cada detalle. El equipo de cocina apuesta por sabores intensos.",3.83,171
1319,Veggie Do Sol,healthy,Málaga,"El espacio combina mesas altas y bajas. Restaurante de cocina vegana situado en un entorno urbano de estilo industrial. Especializado en tacos mexicanos con salsas caseras, resulta ideal para brunch de fin de semana. Ofrece opciones para vegetarianos y celíacos.",4.78,445
1320,Pizzería Castellana,japonesa,Ourense,"La música de fondo crea un ambiente agradable. La mayoría de los ingredientes son de proximidad. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para brunch de fin de semana. Restaurante de cocina mexicana situado en un entorno acogedor y cálido.",4.4,344
1321,Grill Delicias,americana,Valencia,"Suele incorporar sugerencias fuera de carta. Restaurante de cocina italiana situado en un entorno tranquilo y silencioso. El servicio es cercano y cuida cada detalle. Especializado en platos de cuchara tradicionales, resulta ideal para comidas de negocio.",4.8,310
1322,Pizzería Viva,americana,Santiago,"Especializado en hamburguesas gourmet con pan brioche, resulta ideal para comidas de negocio. Restaurante de cocina gallega situado en un entorno acogedor y cálido. Dispone de menú del día con varias alternativas. El equipo de cocina apuesta por sabores intensos.",3.82,266
1323,Osteria House,mediterránea,Ourense,"Restaurante de cocina mexicana situado en un entorno tranquilo y silencioso. Especializado en postres caseros inspirados en recetas locales, resulta ideal para comidas de negocio. El equipo de cocina apuesta por sabores intensos. Dispone de menú del día con varias alternativas.",3.85,96
1324,Steakhouse Castellana,italiana,Zaragoza,"Restaurante de cocina japonesa situado en un entorno tranquilo y silencioso. Cuenta con carta de vinos seleccionada y cervezas artesanas. Especializado en sushi fresco preparado al momento, resulta ideal para celebraciones familiares. Es habitual encontrar productos de temporada en el menú.",4.04,336
1325,Curry Do Sol,mediterránea,Lugo,"Cuenta con carta de vinos seleccionada y cervezas artesanas. El equipo de cocina apuesta por sabores intensos. Especializado en pizzas artesanales al horno de leña, resulta ideal para comidas rápidas entre semana. Restaurante de cocina china situado en un entorno acogedor y cálido.",3.91,116
1326,Tapas Del Mar,italiana,Zaragoza,"Restaurante de cocina china situado en un entorno informal y desenfadado. Es habitual encontrar productos de temporada en el menú. La música de fondo crea un ambiente agradable. Especializado en ensaladas healthy con productos de temporada, resulta ideal para cenas en pareja.",4.61,303
1327,Curry Friends,italiana,Málaga,"Especializado en sushi fresco preparado al momento, resulta ideal para eventos de empresa. El equipo de cocina apuesta por sabores intensos. Restaurante de cocina gallega situado en un entorno moderno y luminoso. El servicio es cercano y cuida cada detalle.",4.05,489
1328,Taberna Atlántico,vegana,Madrid,"Suele incorporar sugerencias fuera de carta. Restaurante de cocina americana situado en un entorno animado y perfecto para grupos. El local admite reservas para grupos grandes. Especializado en tapas variadas para compartir, resulta ideal para comidas rápidas entre semana.",4.71,268
1329,Tandoori Rica,mediterránea,Lugo,"Restaurante de cocina china situado en un entorno informal y desenfadado. Es habitual encontrar productos de temporada en el menú. Dispone de menú del día con varias alternativas. Especializado en postres caseros inspirados en recetas locales, resulta ideal para eventos de empresa.",4.26,398
1330,Steakhouse Fusión,americana,A Coruña,"La presentación de los platos está muy cuidada. Dispone de menú del día con varias alternativas. Restaurante de cocina india situado en un entorno romántico con iluminación tenue. Especializado en ramen casero con caldo de larga cocción, resulta ideal para eventos de empresa.",4.51,112
1331,Wok World,mediterránea,Sevilla,"Incluye opciones sin gluten bajo petición. Especializado en ensaladas healthy con productos de temporada, resulta ideal para eventos de empresa. Restaurante de cocina gallega situado en un entorno elegante pero cercano. Es habitual encontrar productos de temporada en el menú.",4.51,119
1332,Fonda Fusión,gallega,Valencia,"Suele incorporar sugerencias fuera de carta. Dispone de menú del día con varias alternativas. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para comidas de negocio. Restaurante de cocina italiana situado en un entorno romántico con iluminación tenue.",4.8,167
